ItemName,Value,Day
office_tv_plug_consumption,0,1
global_lighting_partial_energy,222050,1
office_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
bedroom_presence,OFF,1
global_waterheater_current,0.35,1
kitchen_washingmachine_voltage,236.98,1
global_shutters_total_energy,3615,1
office_tv_plug_consumption,0,1
office_heater_command,0,1
office_heater_effective_mode,1,1
bedroom_humidity,33,1
livingroom_table_plug_consumption,0,1
office_desk_plug_consumption,0,1
global_gas_total,189112,1
office_desk_plug_consumption,0,1
global_active_energy,2939.05,1
global_current,1.41487598,1
global_frequency,50.0030975,1
kitchen_hood_current,0,1
global_lighting_voltage,237.38,1
global_power_factor,1.31723404,1
office_tv_plug_consumption,0,1
entrance_heater_command,0,1
office_tv_status,OFF,1
office_tv_status,OFF,1
office_desk_plug_consumption,0,1
livingroom_heater1_command,5,1
kitchen_oven_power,0,1
livingroom_table_noise,2.57697,1
global_gas_total,189109,1
livingroom_table_plug_consumption,0,1
kitchen_temperature,20.98,1
kitchen_fridge_power,0,1
office_desk_plug_consumption,0,1
global_frequency,49.9839973,1
livingroom_couch_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_desk_plug_consumption,0,1
office_tv_status,OFF,1
office_tv_status,OFF,1
bedroom_bed_pressure,397,1
livingroom_tv_status,OFF,1
global_waterheater_total_energy,179886,1
livingroom_table_plug_consumption,0,1
kitchen_fridge_partial_energy,119352,1
livingroom_couch_plug_consumption,0,1
bathroom_humidity,43,1
global_current,4.80924129,1
livingroom_table_plug_consumption,0,1
global_frequency,49.9849281,1
kitchen_washingmachine_voltage,237.08,1
bathroom_humidity,40,1
office_tv_plug_consumption,0,1
global_gas_total,189105,1
office_desk_plug_consumption,0,1
global_active_power,0.483977318,1
global_gas_total,189097,1
livingroom_tv_plug_consumption,0,1
bathroom_heater_effective_setpoint,19,1
office_tv_status,OFF,1
global_lighting_current,0.22,1
global_active_energy,2939.05,1
global_active_energy,2939.05,1
office_tv_plug_consumption,0,1
global_current,4.83448744,1
livingroom_tv_plug_consumption,1,1
global_gas_total,189101,1
livingroom_couch_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
global_power_factor,1.33141494,1
kitchen_fridge_total_energy,119458,1
livingroom_tv_status,OFF,1
global_voltage,237.545563,1
kitchen_oven_voltage,237.51,1
livingroom_tv_plug_consumption,0,1
global_active_energy,2939.05,1
global_waterheater_voltage,238.28,1
livingroom_couch_noise,0.112042,1
livingroom_tv_plug_consumption,0,1
global_power_factor,1.05285907,1
bedroom_bed_pressure,740,1
office_desk_plug_consumption,0,1
office_desk_plug_consumption,0,1
bedroom_presence,ON,1
office_desk_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_active_energy,2939.05,1
livingroom_couch_plug_consumption,0,1
bedroom_luminosity,51,1
office_desk_plug_consumption,0,1
office_heater_effective_mode,1,1
kitchen_fridge_power,0,1
office_desk_plug_consumption,0,1
kitchen_cooktop_voltage,237.29,1
livingroom_couch_plug_consumption,0,1
kitchen_washingmachine_voltage,238.06,1
kitchen_washingmachine_power,0,1
kitchen_cooktop_partial_energy,21744,1
global_active_power,1.08587289,1
livingroom_table_plug_consumption,0,1
livingroom_heater2_temperature,19.1,1
global_current,2.82104301,1
livingroom_couch_plug_consumption,0,1
global_active_energy,2939.05,1
global_current,1.46063352,1
bedroom_light2,0,1
global_voltage,238.051865,1
bathroom_humidity,43,1
livingroom_tv_plug_consumption,1,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_table_luminosity,285.92,1
bathroom_humidity,41,1
global_current,4.88134527,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_tv_plug_consumption,0,1
bedroom_light3,100,1
global_current,1.3874495,1
global_voltage,238.079559,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
global_active_power,0.202556461,1
office_desk_plug_consumption,0,1
bedroom_light2,0,1
bedroom_bed_pressure,739,1
livingroom_couch_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
office_heater_command,0,1
global_current,1.4745189,1
livingroom_tv_status,OFF,1
global_current,1.37333214,1
bedroom_presence,OFF,1
global_current,1.37660956,1
office_desk_plug_consumption,0,1
office_desk_plug_consumption,0,1
global_current,1.47014594,1
global_voltage,237.2901,1
bedroom_heater1_temperature,19.9,1
global_voltage,238.695877,1
global_gas_total,189100,1
global_active_power,1.03795969,1
livingroom_couch_plug_consumption,0,1
global_power_factor,1.247859,1
livingroom_couch_noise,0.884891,1
office_desk_plug_consumption,0,1
kitchen_fridge_partial_energy,119360,1
office_tv_plug_consumption,0,1
kitchen_hood_total_energy,468,1
livingroom_heater1_command,0,1
livingroom_heater1_temperature,19.1,1
global_voltage,237.265594,1
global_current,4.71692133,1
livingroom_couch_plug_consumption,0,1
global_voltage,237.514404,1
kitchen_cooktop_power,0,1
kitchen_washingmachine_total_energy,3942,1
livingroom_tv_plug_consumption,0,1
global_current,4.55647469,1
bedroom_presence,OFF,1
livingroom_table_noise,0.607511,1
livingroom_couch_plug_consumption,0,1
global_power_factor,1.02564096,1
office_desk_plug_consumption,0,1
livingroom_tv_status,OFF,1
entrance_heater_temperature,20.1,1
livingroom_couch_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_tv_plug_consumption,0,1
bedroom_presence,ON,1
bedroom_CO2,776.96,1
livingroom_couch_plug_consumption,0,1
bedroom_humidity,31,1
global_frequency,50.0078316,1
global_lighting_power,17,1
global_lighting_partial_energy,222056,1
global_gas_total,189112,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,0,1
kitchen_oven_current,0,1
office_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
global_frequency,49.9804382,1
bedroom_heater1_effective_setpoint,19,1
office_desk_plug_consumption,0,1
office_desk_plug_consumption,0,1
global_gas_total,189104,1
livingroom_table_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_table_noise,0.268718,1
bedroom_presence,ON,1
livingroom_table_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
bedroom_presence,ON,1
livingroom_tv_plug_consumption,0,1
bedroom_shutter2,100,1
office_desk_plug_consumption,0,1
global_gas_total,189102,1
global_lighting_total_energy,224443,1
global_current,4.36475801,1
global_active_power,0.14037694,1
global_active_power,0.289699584,1
office_desk_plug_consumption,0,1
entrance_heater_command,0,1
global_voltage,237.410294,1
livingroom_table_plug_consumption,0,1
global_power_factor,1.03605402,1
livingroom_table_plug_consumption,0,1
global_active_energy,2939.05,1
global_voltage,237.312943,1
livingroom_table_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
global_active_energy,2939.05,1
bedroom_heater1_effective_setpoint,19,1
office_tv_plug_consumption,0,1
kitchen_cooktop_partial_energy,21744,1
office_desk_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
global_frequency,50.0017242,1
bathroom_heater_command,0,1
bedroom_heater2_effective_mode,1,1
entrance_heater_command,0,1
global_lighting_total_energy,224447,1
bedroom_CO2,733.44,1
livingroom_tv_status,OFF,1
office_desk_plug_consumption,0,1
bedroom_temperature,21.78,1
global_waterheater_total_energy,179863,1
livingroom_couch_plug_consumption,0,1
bedroom_heater1_temperature,19.9,1
global_active_power,1.07962584,1
livingroom_couch_plug_consumption,0,1
global_voltage,238.323593,1
livingroom_heater1_temperature,19.3,1
office_tv_plug_consumption,0,1
kitchen_dishwasher_current,0,1
global_power_factor,1.033445,1
global_gas_total,189112,1
global_power_factor,1.03353,1
office_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_heater2_temperature,19.5,1
global_current,4.60989761,1
global_shutters_voltage,237.12,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
global_active_energy,2939.05,1
global_frequency,49.9866409,1
livingroom_couch_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
livingroom_heater2_temperature,19.7,1
office_desk_plug_consumption,0,1
livingroom_tv_status,OFF,1
global_shutters_power,0,1
kitchen_cooktop_total_energy,21745,1
livingroom_tv_plug_consumption,0,1
global_power_factor,1.24731994,1
livingroom_couch_plug_consumption,0,1
global_voltage,237.276321,1
bedroom_bed_pressure,632,1
livingroom_heater1_effective_mode,1,1
global_frequency,49.9697418,1
office_heater_command,0,1
livingroom_couch_plug_consumption,0,1
global_power_factor,1.171556,1
livingroom_tv_plug_consumption,1,1
office_desk_plug_consumption,0,1
livingroom_heater2_command,0,1
global_active_energy,2939.05,1
livingroom_table_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
global_gas_total,189112,1
kitchen_hood_voltage,237.05,1
livingroom_tv_status,OFF,1
livingroom_tv_plug_consumption,0,1
global_frequency,49.986557,1
kitchen_hood_current,0,1
office_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
livingroom_humidity,33,1
global_power_factor,1.03467894,1
global_current,1.67964053,1
global_shutters_total_energy,3615,1
livingroom_tv_plug_consumption,0,1
bedroom_bed_pressure,656,1
global_frequency,49.9776726,1
bedroom_heater2_effective_setpoint,19,1
office_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
kitchen_washingmachine_voltage,237.13,1
global_voltage,238.342606,1
global_shutters_partial_energy,3615,1
office_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
bedroom_bed_pressure,611,1
kitchen_cooktop_current,0,1
kitchen_dishwasher_voltage,238.23,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_heater_effective_setpoint,19,1
global_gas_total,189112,1
livingroom_tv_plug_consumption,0,1
office_tv_status,OFF,1
office_tv_plug_consumption,0,1
global_active_power,1.08644295,1
office_tv_plug_consumption,0,1
kitchen_temperature,20.94,1
global_gas_total,189112,1
livingroom_tv_plug_consumption,0,1
bedroom_presence,ON,1
bedroom_presence,ON,1
kitchen_washingmachine_power,0,1
global_waterheater_partial_energy,179370,1
global_voltage,237.357605,1
kitchen_fridge_voltage,237.62,1
bedroom_heater2_effective_mode,1,1
kitchen_washingmachine_power,0,1
global_gas_total,189099,1
livingroom_couch_plug_consumption,0,1
global_lighting_partial_energy,222051,1
global_current,1.68069553,1
office_desk_plug_consumption,0,1
global_current,1.41721654,1
livingroom_tv_plug_consumption,1,1
bedroom_heater2_temperature,19.6,1
kitchen_humidity,33,1
global_gas_total,189106,1
global_power_factor,1.54024696,1
livingroom_table_plug_consumption,0,1
bathroom_CO2,410.88,1
bedroom_bed_pressure,656,1
livingroom_couch_plug_consumption,0,1
bedroom_temperature,21.56,1
global_power_factor,1.03467607,1
bedroom_bed_pressure,494,1
global_power_factor,1.54222107,1
office_tv_plug_consumption,0,1
global_active_energy,2939.05,1
global_active_energy,2939.05,1
global_gas_total,189112,1
livingroom_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
kitchen_dishwasher_power,0,1
global_power_factor,1.050372,1
global_power_factor,1.14251697,1
bathroom_heater_effective_mode,1,1
livingroom_heater1_effective_mode,1,1
global_power_factor,1.39032507,1
kitchen_fridge_voltage,238.49,1
livingroom_CO2,611.84,1
livingroom_tv_plug_consumption,0,1
bedroom_light4,0,1
livingroom_tv_plug_consumption,0,1
livingroom_heater1_temperature,19.1,1
bedroom_presence,ON,1
global_shutters_total_energy,3615,1
office_desk_plug_consumption,0,1
office_desk_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
global_power_factor,1.03584301,1
office_tv_plug_consumption,0,1
global_voltage,237.979431,1
global_active_power,1.0400635,1
kitchen_cooktop_partial_energy,21744,1
global_gas_total,189112,1
office_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
bedroom_presence,ON,1
kitchen_luminosity,106.96,1
global_frequency,49.9743652,1
office_heater_temperature,20.2,1
office_tv_plug_consumption,0,1
global_voltage,238.142319,1
livingroom_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
bedroom_switch_top_right,OFF,1
global_power_factor,1.33397293,1
bathroom_heater_effective_mode,1,1
livingroom_couch_noise,0.358996,1
bedroom_bed_pressure,539,1
global_power_factor,1.14425898,1
bedroom_light4,100,1
bedroom_presence,OFF,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
bedroom_luminosity,20,1
global_waterheater_partial_energy,179372,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
bedroom_presence,OFF,1
bathroom_temperature,20.42,1
bathroom_heater_command,0,1
bathroom_heater_effective_setpoint,19,1
livingroom_tv_plug_consumption,0,1
global_frequency,49.9863243,1
livingroom_tv_plug_consumption,0,1
global_active_energy,2939.05,1
bedroom_presence,ON,1
global_heaters_temperature,20.3,1
global_frequency,49.9855461,1
livingroom_couch_plug_consumption,0,1
global_power_factor,1.35244799,1
livingroom_couch_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,0,1
global_active_energy,2939.05,1
office_desk_plug_consumption,0,1
office_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_power_factor,1.03464401,1
office_tv_status,OFF,1
bedroom_presence,OFF,1
livingroom_tv_plug_consumption,0,1
global_heaters_temperature,20.3,1
livingroom_table_plug_consumption,0,1
office_desk_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_heater2_effective_mode,1,1
livingroom_couch_plug_consumption,0,1
global_current,4.19048882,1
livingroom_heater1_effective_setpoint,19,1
livingroom_tv_plug_consumption,0,1
bathroom_heater_effective_setpoint,19,1
livingroom_couch_plug_consumption,0,1
bedroom_luminosity,33,1
kitchen_fridge_power,57,1
entrance_heater_effective_setpoint,19,1
global_voltage,237.771454,1
livingroom_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
kitchen_oven_current,0,1
livingroom_tv_status,OFF,1
livingroom_tv_plug_consumption,0,1
bedroom_humidity,33,1
bedroom_luminosity,94,1
global_frequency,50.0092888,1
bedroom_bed_pressure,625,1
livingroom_table_plug_consumption,0,1
kitchen_dishwasher_partial_energy,19349,1
global_frequency,49.9748497,1
global_current,1.38199222,1
livingroom_table_plug_consumption,0,1
kitchen_washingmachine_partial_energy,3942,1
global_frequency,49.976429,1
livingroom_table_plug_consumption,0,1
bathroom_temperature,20.45,1
global_current,1.36931658,1
livingroom_couch_plug_consumption,0,1
global_waterheater_voltage,236.78,1
global_current,5.08122826,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
office_desk_plug_consumption,0,1
global_shutters_power,0,1
global_power_factor,1.39533198,1
livingroom_couch_plug_consumption,0,1
livingroom_luminosity,325.92,1
global_power_factor,1.251279,1
global_gas_total,189102,1
entrance_heater_command,0,1
global_active_energy,2939.05,1
bedroom_bed_pressure,283,1
livingroom_tv_plug_consumption,0,1
office_desk_plug_consumption,0,1
office_heater_temperature,20.2,1
global_power_factor,1.05559802,1
global_frequency,49.9979477,1
kitchen_fridge_partial_energy,119360,1
global_waterheater_partial_energy,179395,1
bedroom_presence,ON,1
global_current,1.34113419,1
global_gas_total,189102,1
global_active_energy,2939.05,1
global_active_power,1.23771203,1
office_tv_plug_consumption,0,1
global_waterheater_power,0,1
global_gas_total,189111,1
office_desk_plug_consumption,0,1
office_desk_plug_consumption,0,1
office_tv_plug_consumption,0,1
kitchen_oven_partial_energy,11688,1
bathroom_temperature,20.42,1
bedroom_presence,ON,1
global_voltage,237.562103,1
global_frequency,49.9813271,1
global_current,1.28624117,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
global_active_energy,2939.05,1
global_power_factor,1.02665102,1
office_tv_plug_consumption,0,1
global_waterheater_power,77,1
bedroom_bed_pressure,701,1
office_desk_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_voltage,237.942429,1
office_heater_temperature,20,1
livingroom_table_plug_consumption,0,1
global_voltage,237.215881,1
global_active_energy,2939.05,1
global_current,1.6122719,1
global_voltage,237.617813,1
office_tv_status,OFF,1
livingroom_humidity,33,1
livingroom_table_noise,2.05253,1
bedroom_bed_pressure,534,1
global_active_energy,2939.05,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
bedroom_presence,OFF,1
kitchen_hood_partial_energy,468,1
office_heater_effective_mode,1,1
office_tv_plug_consumption,0,1
global_current,4.56894064,1
global_current,1.36096466,1
livingroom_table_plug_consumption,0,1
global_power_factor,1.03965902,1
global_active_power,1.08346307,1
office_tv_plug_consumption,0,1
office_desk_plug_consumption,0,1
office_desk_plug_consumption,0,1
office_desk_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
global_gas_total,189105,1
livingroom_couch_plug_consumption,0,1
global_active_power,0.140360862,1
global_active_energy,2939.05,1
kitchen_humidity,33,1
livingroom_tv_status,OFF,1
global_gas_total,189112,1
global_voltage,237.475708,1
livingroom_couch_noise,0.169397,1
global_power_factor,1.14060497,1
livingroom_tv_plug_consumption,1,1
office_tv_plug_consumption,0,1
office_desk_plug_consumption,0,1
office_desk_plug_consumption,0,1
global_current,3.27771115,1
bedroom_bed_pressure,600,1
livingroom_table_plug_consumption,0,1
global_active_energy,2939.05,1
bedroom_heater1_command,0,1
office_tv_plug_consumption,0,1
bedroom_heater1_temperature,19.9,1
livingroom_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
bedroom_luminosity,130.96,1
livingroom_tv_plug_consumption,1,1
bedroom_bed_pressure,241,1
global_gas_total,189102,1
global_gas_total,189102,1
bedroom_luminosity,180.96,1
bedroom_light3,100,1
office_desk_plug_consumption,0,1
global_active_energy,2939.05,1
global_frequency,50.0152969,1
global_gas_total,189102,1
global_active_energy,2939.05,1
kitchen_cooktop_voltage,237.41,1
bathroom_heater_effective_setpoint,19,1
livingroom_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_active_energy,2939.05,1
global_voltage,237.246323,1
bedroom_luminosity,118,1
global_waterheater_total_energy,179877,1
bedroom_heater2_temperature,19.4,1
global_current,1.32349741,1
global_gas_total,189097,1
global_active_power,0.24451232,1
office_desk_plug_consumption,0,1
livingroom_CO2,609.92,1
global_gas_total,189112,1
livingroom_table_plug_consumption,0,1
bedroom_bed_pressure,479,1
global_lighting_voltage,238.79,1
bedroom_luminosity,146.96,1
office_tv_plug_consumption,0,1
bedroom_bed_pressure,747,1
livingroom_tv_plug_consumption,1,1
global_frequency,49.9704399,1
global_current,1.38308203,1
office_desk_plug_consumption,0,1
kitchen_cooktop_current,0,1
global_active_power,1.1650784,1
livingroom_table_plug_consumption,0,1
office_tv_plug_consumption,0,1
bedroom_presence,OFF,1
bedroom_luminosity,106.96,1
global_current,4.84478283,1
livingroom_heater2_temperature,19.3,1
global_frequency,49.979435,1
livingroom_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_frequency,49.9810944,1
livingroom_couch_noise,0.11823,1
global_active_power,0.283127666,1
global_voltage,237.353973,1
global_current,4.44014263,1
global_waterheater_status,ON,1
office_heater_command,0,1
livingroom_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
bedroom_heater1_temperature,20.1,1
global_voltage,237.440948,1
kitchen_fridge_power,0,1
livingroom_table_plug_consumption,0,1
global_power_factor,1.14543796,1
global_voltage,237.402512,1
global_active_power,0.242481381,1
livingroom_luminosity,292.96,1
global_gas_total,189098,1
bedroom_bed_pressure,335,1
global_current,4.86505938,1
office_desk_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
bedroom_presence,OFF,1
bedroom_presence,OFF,1
global_frequency,49.9813957,1
livingroom_couch_plug_consumption,0,1
global_voltage,237.858765,1
office_tv_plug_consumption,0,1
bedroom_bed_pressure,665,1
global_waterheater_status,OFF,1
entrance_heater_temperature,19.9,1
global_voltage,237.657654,1
livingroom_tv_plug_consumption,0,1
livingroom_tv_status,OFF,1
office_desk_plug_consumption,0,1
global_active_energy,2939.05,1
livingroom_tv_plug_consumption,0,1
global_active_power,0.707588255,1
bedroom_bed_pressure,382,1
livingroom_couch_plug_consumption,0,1
global_waterheater_power,0,1
kitchen_cooktop_total_energy,21745,1
kitchen_oven_voltage,237.69,1
kitchen_hood_voltage,237.64,1
livingroom_heater1_command,0,1
office_desk_plug_consumption,0,1
livingroom_heater2_effective_setpoint,19,1
kitchen_hood_current,0,1
global_gas_total,189102,1
global_gas_total,189112,1
global_voltage,238.32959,1
global_power_factor,1.25225103,1
livingroom_tv_plug_consumption,1,1
bedroom_bed_pressure,254,1
office_desk_plug_consumption,0,1
bedroom_bed_pressure,369,1
livingroom_couch_plug_consumption,0,1
livingroom_heater1_effective_mode,1,1
global_gas_total,189112,1
bedroom_presence,ON,1
office_desk_plug_consumption,0,1
bedroom_heater1_effective_mode,1,1
global_voltage,237.582214,1
bedroom_luminosity,158.96,1
global_frequency,49.9949455,1
global_current,4.73156357,1
bedroom_bed_pressure,347,1
livingroom_couch_plug_consumption,0,1
bedroom_bed_pressure,408,1
livingroom_table_noise,0.270411,1
livingroom_tv_plug_consumption,1,1
global_gas_total,189096,1
entrance_heater_effective_setpoint,19,1
global_gas_total,189107,1
global_gas_total,189102,1
bedroom_luminosity,200,1
global_voltage,237.914001,1
office_desk_plug_consumption,0,1
global_shutters_current,0,1
livingroom_table_noise,0.214592,1
bedroom_heater2_command,0,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
bedroom_luminosity,71,1
office_desk_plug_consumption,0,1
global_power_factor,1.16953599,1
global_shutters_partial_energy,3615,1
global_power_factor,1.301265,1
livingroom_table_plug_consumption,0,1
bathroom_heater_temperature,19.1,1
livingroom_table_plug_consumption,0,1
livingroom_heater2_effective_mode,1,1
livingroom_heater1_temperature,19.1,1
bedroom_bed_pressure,345,1
global_frequency,49.9865723,1
bedroom_presence,ON,1
livingroom_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_shutters_voltage,238.2,1
global_active_power,0.331005484,1
global_power_factor,1.14611697,1
bedroom_bed_pressure,475,1
global_frequency,50.0077286,1
bedroom_luminosity,169.92,1
global_gas_total,189103,1
kitchen_oven_voltage,238.12,1
global_active_energy,2939.05,1
livingroom_table_plug_consumption,0,1
global_current,1.44961488,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
global_voltage,237.604736,1
global_shutters_partial_energy,3615,1
bedroom_presence,OFF,1
global_shutters_voltage,237.81,1
bedroom_presence,ON,1
office_tv_status,OFF,1
global_active_energy,2939.05,1
kitchen_washingmachine_power,0,1
office_tv_plug_consumption,0,1
global_active_energy,2939.05,1
kitchen_oven_current,0,1
livingroom_tv_plug_consumption,1,1
global_current,1.45211613,1
office_desk_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
office_desk_plug_consumption,0,1
global_frequency,49.9895782,1
livingroom_tv_status,OFF,1
office_tv_plug_consumption,0,1
global_gas_total,189099,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
global_gas_total,189107,1
global_current,1.4419198,1
global_shutters_current,0,1
entrance_heater_temperature,19.9,1
office_tv_plug_consumption,0,1
global_power_factor,1.52404702,1
global_voltage,237.346405,1
global_active_power,1.15517688,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_heater1_effective_setpoint,19,1
global_current,1.37029445,1
livingroom_table_plug_consumption,0,1
entrance_heater_effective_setpoint,19,1
bedroom_presence,OFF,1
global_active_power,1.12251937,1
kitchen_dishwasher_total_energy,19349,1
kitchen_hood_power,0,1
bedroom_presence,OFF,1
bedroom_bed_pressure,210,1
bedroom_heater2_effective_setpoint,19,1
kitchen_humidity,33,1
office_desk_plug_consumption,0,1
global_active_energy,2939.05,1
bedroom_switch_bottom_left,OFF,1
livingroom_couch_plug_consumption,0,1
global_active_power,1.02635288,1
office_desk_plug_consumption,0,1
kitchen_hood_power,0,1
global_current,4.73564386,1
bedroom_bed_pressure,461,1
kitchen_washingmachine_current,0,1
global_frequency,49.9829102,1
livingroom_couch_plug_consumption,0,1
bedroom_temperature,21.76,1
livingroom_table_plug_consumption,0,1
global_current,1.28298676,1
global_gas_total,189109,1
bedroom_heater2_command,0,1
global_active_energy,2939.05,1
office_tv_plug_consumption,0,1
office_desk_plug_consumption,0,1
global_power_factor,1.02647495,1
bedroom_heater1_command,0,1
global_lighting_total_energy,224445,1
bedroom_switch_middle_right,OFF,1
office_desk_plug_consumption,0,1
global_active_power,0.939022064,1
bedroom_presence,OFF,1
bedroom_bed_pressure,282,1
global_active_power,1.10367239,1
bedroom_presence,ON,1
office_desk_plug_consumption,0,1
global_voltage,238.02861,1
global_active_power,1.12039816,1
global_active_power,0.200820774,1
global_frequency,49.9724693,1
kitchen_cooktop_current,0,1
bedroom_presence,OFF,1
livingroom_couch_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
bedroom_presence,OFF,1
kitchen_fridge_total_energy,119466,1
global_active_energy,2939.05,1
bedroom_light1,100,1
global_power_factor,1.38473392,1
bedroom_switch_middle_left,ON,1
bedroom_shutter1,0,1
global_gas_total,189112,1
livingroom_couch_plug_consumption,0,1
global_lighting_current,0.22,1
livingroom_table_plug_consumption,0,1
global_voltage,237.612198,1
global_power_factor,1.02495003,1
livingroom_couch_plug_consumption,0,1
kitchen_CO2,276.96,1
office_tv_status,OFF,1
global_voltage,237.5354,1
office_desk_plug_consumption,0,1
bathroom_heater_command,0,1
livingroom_table_plug_consumption,0,1
livingroom_tv_status,OFF,1
livingroom_tv_plug_consumption,0,1
kitchen_hood_power,0,1
kitchen_cooktop_partial_energy,21744,1
global_waterheater_status,OFF,1
kitchen_fridge_partial_energy,119355,1
office_desk_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
global_active_power,0.149682343,1
kitchen_cooktop_voltage,238.21,1
livingroom_tv_plug_consumption,1,1
office_desk_plug_consumption,0,1
kitchen_washingmachine_partial_energy,3942,1
global_frequency,49.9744568,1
global_shutters_current,0,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
global_power_factor,1.16836095,1
livingroom_heater2_effective_mode,1,1
entrance_heater_effective_mode,1,1
livingroom_heater2_effective_setpoint,19,1
global_current,1.30161369,1
office_tv_status,OFF,1
office_tv_plug_consumption,0,1
global_waterheater_status,OFF,1
kitchen_dishwasher_current,0,1
office_desk_plug_consumption,0,1
global_gas_total,189112,1
office_tv_plug_consumption,0,1
global_power_factor,1.246858,1
livingroom_heater2_effective_setpoint,19,1
global_waterheater_power,134,1
global_frequency,50.0060387,1
livingroom_heater2_temperature,19.1,1
global_waterheater_total_energy,179868,1
livingroom_table_noise,0.548206,1
global_frequency,49.9756432,1
global_active_power,0.141116127,1
livingroom_table_noise,0.979317,1
kitchen_cooktop_power,0,1
livingroom_table_plug_consumption,0,1
bathroom_heater_command,0,1
office_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
kitchen_oven_partial_energy,11688,1
office_desk_plug_consumption,0,1
kitchen_dishwasher_power,0,1
livingroom_table_plug_consumption,0,1
global_power_factor,1.03652406,1
kitchen_cooktop_current,0,1
global_current,4.87599373,1
global_active_energy,2939.05,1
livingroom_tv_plug_consumption,1,1
office_tv_plug_consumption,0,1
kitchen_oven_partial_energy,11688,1
kitchen_oven_voltage,238.45,1
livingroom_table_noise,0.447979,1
office_desk_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
global_waterheater_current,0.35,1
livingroom_couch_plug_consumption,0,1
global_gas_total,189112,1
