ItemName,Value,IsReal
global_current,5.15544748,True
livingroom_tv_status,OFF,True
global_active_power,1.13345289,True
bathroom_humidity,35,True
livingroom_luminosity,229.92,True
livingroom_table_noise,0.498409,True
bedroom_humidity,25,True
kitchen_humidity,28,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
livingroom_table_noise,1.47291,True
bathroom_temperature,20.4,True
livingroom_table_luminosity,220.96,True
livingroom_humidity,29,True
livingroom_couch_noise,0.544291,True
livingroom_table_noise,0.733585,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
kitchen_washingmachine_power,0,True
livingroom_table_plug_consumption,0,True
kitchen_dishwasher_power,0,True
livingroom_table_noise,0.280131,True
bedroom_noise,1.51957,True
global_active_energy,2922.738,True
global_frequency,49.9932137,True
global_voltage,237.948227,True
global_power_factor,1.09021997,True
global_gas_total,188770,True
global_current,4.66562176,True
global_active_power,1.01001573,True
bedroom_noise,0.638857,True
livingroom_couch_noise,0.232352,True
livingroom_couch_plug_consumption,0,True
livingroom_table_noise,0.135097,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
kitchen_fridge_total_energy,119221,True
livingroom_couch_noise,0.556488,True
livingroom_table_noise,0.956535,True
kitchen_fridge_partial_energy,119118,True
livingroom_couch_noise,0.134659,True
livingroom_table_noise,0.110914,True
global_heaters_temperature,20.3,True
bathroom_humidity,33,True
livingroom_couch_noise,0.523106,True
livingroom_table_noise,0.66126,True
kitchen_presence,ON,True
livingroom_presence_couch,ON,True
livingroom_table_luminosity,209.92,True
kitchen_dishwasher_voltage,238.25,True
livingroom_couch_noise,0.18137,True
livingroom_couch_plug_consumption,0,True
livingroom_table_noise,0.175339,True
livingroom_table_luminosity,225.92,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
global_voltage,238.006653,True
global_power_factor,1.10597992,True
global_current,4.24693489,True
global_active_energy,2922.738,True
global_frequency,49.9964218,True
global_gas_total,188770,True
global_active_power,0.903673947,True
bedroom_heater2_effective_setpoint,19,True
bedroom_heater2_effective_mode,1,True
bedroom_heater2_command,0,True
kitchen_sink_coldwater_total,1829,True
bedroom_heater2_temperature,19.6,True
kitchen_sink_coldwater_instantaneous,0.00102244,True
bedroom_heater1_temperature,19.9,True
bedroom_heater1_effective_setpoint,19,True
bedroom_heater1_effective_mode,1,True
bedroom_heater1_command,0,True
livingroom_table_noise,0.391038,True
livingroom_table_luminosity,206.88,True
livingroom_table_luminosity,217.92,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
global_lighting_total_energy,223663,True
global_lighting_partial_energy,221271,True
livingroom_table_noise,0.110406,True
kitchen_presence,OFF,True
livingroom_presence_couch,OFF,True
livingroom_heater2_temperature,19.3,True
livingroom_heater2_effective_mode,1,True
livingroom_heater2_effective_setpoint,19,True
global_shutters_current,0,True
livingroom_heater2_command,0,True
bathroom_humidity,31,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
bedroom_noise,1.59805,True
office_tv_status,OFF,True
livingroom_tv_status,OFF,True
global_active_energy,2922.738,True
global_frequency,49.9983292,True
global_voltage,238.034805,True
global_power_factor,1.10615492,True
kitchen_temperature,20.92,True
global_gas_total,188770,True
global_current,4.33598375,True
global_active_power,0.922550678,True
bedroom_noise,0.641458,True
entrance_heater_temperature,20.3,True
entrance_heater_effective_mode,1,True
entrance_heater_effective_setpoint,19,True
entrance_heater_command,0,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
bedroom_temperature,21.44,True
livingroom_presence_table,OFF,True
livingroom_presence_table,ON,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
global_active_energy,2922.738,True
global_frequency,49.9925919,True
global_voltage,237.316071,True
global_power_factor,1.10802293,True
global_gas_total,188770,True
global_current,4.2755518,True
global_active_power,0.905051112,True
kitchen_oven_power,0,True
bathroom_heater_effective_mode,1,True
bathroom_heater_command,0,True
bathroom_heater_effective_setpoint,19,True
bathroom_heater_temperature,19.3,True
livingroom_table_noise,0.353473,True
livingroom_table_noise,0.117553,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
livingroom_heater2_temperature,19.5,True
livingroom_table_noise,0.29554,True
livingroom_table_noise,0.109282,True
livingroom_table_noise,0.324075,True
bedroom_noise,1.33616,True
livingroom_table_noise,0.111361,True
livingroom_couch_noise,0.55626,True
livingroom_table_noise,0.947034,True
livingroom_couch_noise,0.117052,True
livingroom_couch_plug_consumption,0,True
livingroom_table_noise,0.107917,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
bedroom_noise,0.604058,True
livingroom_heater1_temperature,19.9,True
livingroom_heater1_command,0,True
livingroom_heater1_effective_mode,1,True
livingroom_heater1_effective_setpoint,19,True
global_active_energy,2922.738,True
global_frequency,50.0017395,True
global_voltage,237.543213,True
global_power_factor,1.10552001,True
global_gas_total,188770,True
global_current,4.20277882,True
global_active_power,0.89414078,True
livingroom_table_luminosity,228.96,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
livingroom_luminosity,240.96,True
livingroom_table_noise,0.23703,True
livingroom_table_noise,0.111169,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
livingroom_heater1_temperature,20.1,True
office_tv_status,OFF,True
livingroom_couch_noise,0.331166,True
livingroom_table_noise,0.474188,True
livingroom_tv_status,OFF,True
livingroom_couch_noise,0.123028,True
global_active_energy,2922.738,True
global_frequency,50.0080376,True
global_voltage,237.887817,True
livingroom_table_noise,0.125655,True
global_power_factor,1.10370898,True
global_gas_total,188770,True
global_current,4.25213337,True
global_active_power,0.909902453,True
livingroom_couch_noise,0.417327,True
livingroom_table_noise,0.622812,True
livingroom_couch_noise,0.124797,True
kitchen_CO2,266.88,True
livingroom_table_noise,0.116432,True
bedroom_noise,1.2419,True
livingroom_couch_noise,0.482281,True
livingroom_couch_plug_consumption,0,True
livingroom_table_noise,0.826193,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
livingroom_couch_noise,0.127651,True
livingroom_table_noise,0.133872,True
kitchen_hood_partial_energy,453,True
kitchen_hood_total_energy,453,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
global_active_energy,2922.738,True
global_frequency,50.0133018,True
global_voltage,238.027924,True
livingroom_table_noise,0.278011,True
global_power_factor,1.10299098,True
global_gas_total,188770,True
global_current,4.26047039,True
global_active_power,0.909666419,True
bedroom_noise,0.580867,True
livingroom_table_noise,0.119732,True
global_waterheater_power,0,True
kitchen_fridge_power,57,True
kitchen_cooktop_voltage,238.66,True
livingroom_presence_table,OFF,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
livingroom_presence_table,ON,True
bathroom_humidity,33,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
bedroom_heater1_temperature,20.1,True
global_active_energy,2922.738,True
global_frequency,50.021286,True
global_voltage,238.211121,True
global_power_factor,1.53002501,True
global_gas_total,188770,True
global_current,1.96840096,True
global_active_power,0.220369056,True
kitchen_oven_voltage,238.81,True
livingroom_couch_noise,0.707624,True
livingroom_table_noise,1.00354,True
bedroom_heater2_temperature,19.8,True
livingroom_couch_noise,0.120685,True
livingroom_table_noise,0.110776,True
livingroom_CO2,584.96,True
bedroom_humidity,27,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
office_heater_command,0,True
office_heater_temperature,19.6,True
livingroom_couch_noise,0.616459,True
livingroom_table_noise,1.03611,True
office_heater_effective_setpoint,19,True
office_heater_effective_mode,1,True
livingroom_couch_noise,0.114411,True
livingroom_table_noise,0.108952,True
bathroom_CO2,358.72,True
bathroom_humidity,35,True
bedroom_humidity,25,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
office_tv_status,OFF,True
global_lighting_power,17,True
livingroom_tv_status,OFF,True
global_active_energy,2922.738,True
global_frequency,50.0152435,True
global_voltage,238.16539,True
livingroom_table_noise,0.226526,True
global_power_factor,1.54285598,True
global_gas_total,188770,True
global_current,1.93394136,True
global_active_power,0.210559458,True
livingroom_table_noise,0.104979,True
walkway_noise,0.115175,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
global_shutters_power,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
livingroom_table_noise,0.257749,True
livingroom_table_noise,0.109483,True
kitchen_washingmachine_total_energy,3942,True
global_active_energy,2922.738,True
global_frequency,50.0173187,True
global_voltage,237.992661,True
global_power_factor,1.53174305,True
global_gas_total,188770,True
global_current,1.96273041,True
kitchen_washingmachine_partial_energy,3942,True
global_active_power,0.218730211,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
global_waterheater_current,0,True
kitchen_washingmachine_current,0,True
kitchen_dishwasher_current,0,True
livingroom_table_noise,0.226258,True
kitchen_cooktop_total_energy,21517,True
kitchen_cooktop_partial_energy,21517,True
kitchen_hood_power,0,True
global_shutters_voltage,238.14,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
livingroom_table_noise,0.111958,True
livingroom_presence_table,OFF,True
livingroom_couch_noise,0.40756,True
livingroom_table_noise,0.656031,True
livingroom_couch_noise,0.124799,True
global_active_energy,2922.738,True
global_frequency,50.0201607,True
global_voltage,238.095215,True
livingroom_table_noise,0.152868,True
global_power_factor,1.58575606,True
global_gas_total,188770,True
global_current,1.80770159,True
global_active_power,0.178292707,True
livingroom_presence_table,ON,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
global_waterheater_total_energy,179243,True
global_waterheater_partial_energy,178752,True
livingroom_couch_noise,0.866585,True
livingroom_table_noise,1.22184,True
walkway_noise,0.280486,True
livingroom_couch_noise,0.123269,True
livingroom_table_noise,0.116311,True
walkway_noise,0.127833,True
bathroom_humidity,37,True
livingroom_presence_table,OFF,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
livingroom_presence_table,ON,True
kitchen_fridge_current,0.39,True
livingroom_presence_table,OFF,True
kitchen_cooktop_power,0,True
livingroom_presence_table,ON,True
global_active_energy,2922.738,True
global_frequency,50.0133896,True
global_voltage,238.216431,True
global_power_factor,1.591658,True
global_gas_total,188770,True
global_current,1.80587816,True
global_active_power,0.174019381,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
office_tv_status,OFF,True
livingroom_tv_status,OFF,True
livingroom_presence_table,OFF,True
bedroom_heater1_temperature,20.3,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
livingroom_presence_table,ON,True
livingroom_couch_noise,1.55455,True
livingroom_table_noise,2.13094,True
walkway_noise,0.324442,True
bedroom_temperature,21.68,True
livingroom_couch_noise,0.644176,True
livingroom_table_noise,0.916431,True
kitchen_hood_current,0,True
livingroom_couch_noise,0.21877,True
livingroom_table_noise,0.200022,True
walkway_noise,0.134162,True
kitchen_cooktop_current,0,True
livingroom_couch_noise,0.521158,True
global_active_energy,2922.738,True
global_frequency,50.0017204,True
global_voltage,237.790817,True
livingroom_table_noise,0.661363,True
global_power_factor,1.586514,True
global_gas_total,188770,True
global_current,1.83074176,True
global_active_power,0.180004478,True
livingroom_couch_noise,0.127339,True
livingroom_couch_plug_consumption,0,True
livingroom_table_noise,0.122603,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
kitchen_dishwasher_partial_energy,19349,True
kitchen_dishwasher_total_energy,19349,True
livingroom_couch_noise,0.393362,True
livingroom_table_noise,0.473553,True
kitchen_oven_current,0,True
livingroom_couch_noise,0.130921,True
livingroom_table_noise,0.121859,True
livingroom_temperature,20.48,True
kitchen_washingmachine_voltage,238.4,True
kitchen_oven_total_energy,11701,True
kitchen_oven_partial_energy,11688,True
livingroom_couch_noise,0.466535,True
livingroom_table_noise,0.69569,True
livingroom_couch_noise,0.133273,True
livingroom_table_noise,0.115459,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
kitchen_fridge_voltage,238.99,True
livingroom_couch_noise,0.45449,True
livingroom_table_noise,0.72235,True
livingroom_couch_noise,0.128953,True
livingroom_table_noise,0.117197,True
kitchen_hood_voltage,237.61,True
livingroom_table_noise,0.235726,True
global_active_energy,2922.738,True
global_frequency,50.0050583,True
global_voltage,238.226212,True
global_power_factor,1.57813096,True
global_gas_total,188770,True
global_current,1.85843253,True
global_active_power,0.186772898,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
global_waterheater_voltage,238.16,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
livingroom_table_noise,0.111933,True
bedroom_CO2,558.72,True
livingroom_couch_noise,0.852121,True
livingroom_table_noise,1.3166,True
global_lighting_current,0.22,True
livingroom_presence_table,OFF,True
global_shutters_total_energy,3597,True
global_shutters_partial_energy,3597,True
global_lighting_voltage,238.44,True
livingroom_couch_noise,0.144116,True
livingroom_table_noise,0.129167,True
bedroom_heater2_temperature,20,True
livingroom_presence_table,ON,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
livingroom_couch_noise,0.309167,True
bathroom_humidity,40,True
kitchen_fridge_partial_energy,119123,True
livingroom_couch_noise,0.651113,True
global_active_energy,2922.738,True
global_frequency,50.0121002,True
global_voltage,238.257919,True
livingroom_table_noise,0.754207,True
global_power_factor,1.585024,True
global_gas_total,188770,True
global_current,1.84210825,True
global_active_power,0.182058707,True
livingroom_couch_plug_consumption,0,True
livingroom_table_noise,0.319181,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
office_tv_status,OFF,True
livingroom_couch_noise,0.178352,True
livingroom_tv_status,OFF,True
livingroom_table_noise,0.145304,True
kitchen_humidity,28,True
livingroom_table_noise,0.46281,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
livingroom_table_noise,0.227569,True
bathroom_temperature,20.42,True
kitchen_washingmachine_power,0,True
kitchen_dishwasher_power,0,True
livingroom_humidity,29,True
livingroom_couch_noise,1.27121,True
livingroom_table_noise,1.78512,True
walkway_noise,0.299669,True
livingroom_couch_noise,0.404989,True
livingroom_table_noise,0.659081,True
livingroom_couch_noise,0.120006,True
livingroom_table_noise,0.114836,True
walkway_noise,0.128664,True
global_active_energy,2922.738,True
global_frequency,50.0028419,True
global_voltage,238.219574,True
global_power_factor,1.58779597,True
global_gas_total,188770,True
global_current,1.84510303,True
global_active_power,0.181180015,True
livingroom_couch_noise,0.262998,True
livingroom_couch_plug_consumption,0,True
livingroom_table_noise,0.321203,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
livingroom_couch_noise,0.124945,True
livingroom_table_noise,0.116937,True
kitchen_fridge_total_energy,119226,True
kitchen_fridge_partial_energy,119123,True
livingroom_presence_table,OFF,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
kitchen_dishwasher_voltage,238.73,True
livingroom_presence_table,ON,True
global_heaters_temperature,20.3,True
livingroom_couch_noise,0.460921,True
livingroom_table_noise,0.746312,True
livingroom_couch_noise,0.116759,True
livingroom_table_noise,0.108587,True
global_active_energy,2922.738,True
global_frequency,50.0055618,True
global_voltage,238.173233,True
global_power_factor,1.58724904,True
global_gas_total,188770,True
global_current,1.84573972,True
global_active_power,0.18144761,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
global_lighting_total_energy,223664,True
global_lighting_partial_energy,221272,True
bedroom_heater2_effective_setpoint,19,True
bedroom_heater2_effective_mode,1,True
livingroom_presence_table,OFF,True
livingroom_couch_noise,1.13087,True
bedroom_heater2_command,0,True
livingroom_table_noise,1.33194,True
walkway_noise,0.304844,True
bedroom_heater2_temperature,20,True
livingroom_couch_noise,0.345122,True
bedroom_heater1_effective_setpoint,19,True
bedroom_heater1_effective_mode,1,True
bedroom_heater1_command,0,True
bedroom_heater1_temperature,20.3,True
livingroom_table_noise,0.494591,True
walkway_noise,0.152333,True
livingroom_presence_table,ON,True
livingroom_couch_noise,0.95807,True
livingroom_table_noise,1.16863,True
global_shutters_current,0,True
livingroom_couch_noise,0.12457,True
livingroom_couch_plug_consumption,0,True
livingroom_table_noise,0.116998,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
livingroom_heater2_temperature,19.5,True
livingroom_heater2_effective_mode,1,True
livingroom_couch_noise,0.387977,True
livingroom_table_noise,0.420402,True
livingroom_heater2_effective_setpoint,19,True
livingroom_heater2_command,0,True
livingroom_couch_noise,0.122998,True
livingroom_table_noise,0.117444,True
livingroom_couch_noise,0.678625,True
livingroom_table_noise,1.24662,True
livingroom_couch_noise,0.122971,True
global_active_energy,2922.738,True
global_frequency,50.0093307,True
global_voltage,238.212234,True
livingroom_couch_plug_consumption,0,True
livingroom_table_noise,0.11263,True
global_power_factor,1.58755696,True
office_desk_plug_consumption,0,True
global_gas_total,188770,True
global_current,1.8438611,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
global_active_power,0.18115747,True
livingroom_table_plug_consumption,0,True
office_tv_status,OFF,True
livingroom_tv_status,OFF,True
kitchen_temperature,20.96,True
entrance_heater_temperature,20.3,True
entrance_heater_effective_mode,1,True
entrance_heater_effective_setpoint,19,True
entrance_heater_command,0,True
livingroom_couch_noise,0.253015,True
livingroom_couch_plug_consumption,0,True
livingroom_table_noise,0.290303,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
livingroom_couch_noise,0.119282,True
livingroom_table_noise,0.115525,True
kitchen_oven_power,0,True
global_active_energy,2922.738,True
global_frequency,50.014843,True
global_voltage,238.375702,True
livingroom_couch_plug_consumption,0,True
global_power_factor,1.58643699,True
office_desk_plug_consumption,0,True
global_gas_total,188770,True
global_current,1.84968102,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
global_active_power,0.181868911,True
livingroom_table_plug_consumption,0,True
bathroom_heater_temperature,19.3,True
bathroom_heater_effective_mode,1,True
bathroom_heater_command,0,True
bathroom_heater_effective_setpoint,19,True
livingroom_couch_noise,0.403111,True
livingroom_couch_plug_consumption,0,True
livingroom_table_noise,0.636117,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
livingroom_couch_noise,0.119628,True
livingroom_table_noise,0.110173,True
livingroom_presence_table,OFF,True
global_active_energy,2922.738,True
global_frequency,50.0172272,True
global_voltage,238.360245,True
livingroom_couch_plug_consumption,0,True
global_power_factor,1.588027,True
office_desk_plug_consumption,0,True
global_gas_total,188770,True
global_current,1.84019303,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
global_active_power,0.180888474,True
livingroom_table_plug_consumption,0,True
livingroom_couch_noise,0.624143,True
livingroom_table_noise,0.832547,True
livingroom_heater1_temperature,20.1,True
livingroom_heater1_command,0,True
livingroom_heater1_effective_mode,1,True
livingroom_heater1_effective_setpoint,19,True
livingroom_presence_table,ON,True
livingroom_couch_noise,0.306041,True
livingroom_couch_noise,0.125415,True
livingroom_table_noise,0.112209,True
livingroom_presence_table,OFF,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
livingroom_heater2_temperature,19.3,True
livingroom_presence_table,ON,True
livingroom_table_noise,0.247017,True
livingroom_couch_noise,0.742966,True
livingroom_table_noise,1.74256,True
livingroom_couch_noise,0.249945,True
livingroom_table_noise,0.301365,True
livingroom_couch_noise,0.117793,True
livingroom_table_noise,0.107803,True
global_active_energy,2922.738,True
global_frequency,50.0224953,True
global_voltage,238.571503,True
livingroom_couch_plug_consumption,0,True
global_power_factor,1.60200703,True
office_desk_plug_consumption,0,True
global_gas_total,188770,True
global_current,1.79477072,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
global_active_power,0.170412883,True
livingroom_table_plug_consumption,0,True
office_tv_status,OFF,True
livingroom_couch_noise,0.529276,True
livingroom_table_noise,1.06805,True
livingroom_tv_status,OFF,True
livingroom_couch_noise,0.119097,True
livingroom_table_noise,0.115423,True
livingroom_couch_noise,1.07985,True
livingroom_table_noise,2.10868,True
livingroom_couch_noise,0.117992,True
livingroom_table_noise,0.116458,True
office_heater_temperature,19.4,True
kitchen_CO2,269.92,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
livingroom_presence_table,OFF,True
kitchen_hood_partial_energy,453,True
kitchen_hood_total_energy,453,True
global_waterheater_power,0,True
livingroom_presence_table,ON,True
global_voltage,238.598328,True
livingroom_couch_plug_consumption,0,True
global_power_factor,1.57723498,True
office_desk_plug_consumption,0,True
global_current,1.86310995,True
office_tv_plug_consumption,0,True
kitchen_fridge_power,55,True
livingroom_tv_plug_consumption,1,True
kitchen_cooktop_voltage,238.94,True
livingroom_table_plug_consumption,0,True
global_active_energy,2922.738,True
global_frequency,50.0195694,True
global_gas_total,188770,True
global_active_power,0.187933609,True
livingroom_couch_noise,0.786889,True
livingroom_table_noise,1.62241,True
livingroom_couch_noise,0.385618,True
livingroom_table_noise,0.775138,True
bedroom_heater1_temperature,20.5,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
livingroom_couch_noise,0.118982,True
livingroom_table_noise,0.112819,True
livingroom_couch_noise,0.872701,True
livingroom_table_noise,1.50957,True
livingroom_couch_noise,0.123879,True
livingroom_table_noise,0.115934,True
livingroom_presence_table,OFF,True
kitchen_oven_voltage,238.99,True
livingroom_presence_table,ON,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
global_active_energy,2922.738,True
global_frequency,50.014061,True
global_voltage,238.383865,True
global_power_factor,1.43448198,True
global_gas_total,188770,True
global_current,2.8025353,True
global_active_power,0.377810448,True
livingroom_presence_table,OFF,True
livingroom_CO2,592.96,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
office_heater_command,0,True
livingroom_presence_table,ON,True
office_heater_temperature,19.4,True
office_heater_effective_setpoint,19,True
office_heater_effective_mode,1,True
livingroom_couch_noise,0.312265,True
livingroom_table_noise,0.484081,True
bathroom_CO2,356.8,True
global_lighting_power,17,True
livingroom_couch_noise,0.118467,True
livingroom_table_noise,0.110285,True
bedroom_humidity,25,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
global_active_energy,2922.738,True
global_frequency,50.0208778,True
global_voltage,237.950043,True
global_power_factor,1.08796906,True
global_gas_total,188770,True
global_current,4.72803545,True
global_active_power,1.02606761,True
office_tv_status,OFF,True
livingroom_tv_status,OFF,True
bathroom_heater_temperature,19.1,True
global_shutters_power,0,True
livingroom_presence_table,OFF,True
livingroom_couch_noise,0.415588,True
livingroom_table_noise,0.487787,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
livingroom_couch_noise,0.120943,True
livingroom_table_noise,0.109563,True
global_waterheater_current,0,True
kitchen_washingmachine_current,0,True
kitchen_washingmachine_total_energy,3942,True
kitchen_washingmachine_partial_energy,3942,True
kitchen_dishwasher_current,0,True
kitchen_cooktop_total_energy,21517,True
kitchen_cooktop_partial_energy,21517,True
livingroom_presence_table,ON,True
livingroom_couch_noise,0.696125,True
livingroom_couch_plug_consumption,0,True
livingroom_table_noise,1.3059,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
kitchen_hood_power,0,True
global_shutters_voltage,237.74,True
global_active_energy,2922.738,True
global_frequency,50.0179634,True
global_voltage,238.172119,True
global_power_factor,1.07855296,True
global_gas_total,188770,True
global_current,4.97135687,True
global_active_power,1.09102833,True
livingroom_couch_noise,0.122236,True
livingroom_table_noise,0.115095,True
livingroom_couch_noise,0.401641,True
